ID,CATEGORIA,CATEGORIA ALIMENTOS,SUBCATEGORIA,PRESENTACION EMPAQUE,MARCA,NAME, PRECIO ANTES DE GANANCIA CDM , ICONOPET , MARGEN , PRECIO SUGERIDO DE VENTA ,description,presentacion, PRICE ,stock,sku,imageUrl,proveedor,creadoen,actualizadoen
304,PERRO,ALIMENTO SECO,GRAIN FREE,BOLSA,NULO,NULO PERRO GRAIN FREE TRIM PESO SALUDABLE BACALAO 10.89 KG," $312,638.00 "," $312,637.52 ",," $ 415,800 ",,0.89 KG," $312,638.00 ",,51AC24,https://www.velykapet.com/productos/alimentos/perros/NULO_PERRO_GRAIN_FREE_TRIM_PESO_SALUDABLE_BACALAO.png,CDM,,
305,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS CORDERO CACHORRO 3 KG," $56,700.00 ",,,,,3 KG," $56,700.00 ",,63625,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_CACHORRO_3_KG.png,CDM,,
306,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS CORDERO CACHORRO 15 KG," $255,938.00 ",,,,,5 KG," $255,938.00 ",,63632,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_CACHORRO_15_KG.png,CDM,,
307,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS CORDERO ADULTO RAZA PEQUENA 3 KG," $55,913.00 ",,,,,3 KG," $55,913.00 ",,63601,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_ADULTO_RAZA_PEQUENA_3_KG.png,CDM,,
308,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS CORDERO ADULTO LIGHT 3 KG," $55,913.00 ",,,,,3 KG," $55,913.00 ",,64837,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_ADULTO_LIGHT_3_KG.png,CDM,,
309,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS CORDERO ADULTO MEDIANO/GRANDE 3 KG," $55,125.00 ",,,,,3 KG," $55,125.00 ",,63649,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_ADULTO_MEDIUM-GRANDE_3_KG.png,CDM,,
310,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS CORDERO ADULTO SENIOR 3 KG," $55,913.00 ",,,,,3 KG," $55,913.00 ",,64851,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_ADULTO_SENIOR_3_KG.png,CDM,,
311,PERRO,ALIMENTO SECO,ALIMENTO SECO NOVEL,BOLSA,OLD PRINCE,OLD PRINCE NOVEL PERROS ADULTO CORDERO SENIOR 15 KG," $241,800.00 ",,,,,5 KG," $241,800.00 ",,64844,https://www.velykapet.com/productos/alimentos/perros/OLD_PRINCE_NOVEL_PERROS_CORDERO_ADULTO_SENIOR_3_KG.png,CDM,,
312,GATO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO GATOS ADULTO SALMON Y ATUN BOLSA 1 KG," $18,533.00 "," $18,532.50 ",," $ 24,600 ",,1 KG," $18,533.00 ",,62482,https://www.velykapet.com/productos/alimentos/gatos/KONGO_GATOS_ADULTO_SAMON_Y_ATUN.png,CDM,,
313,GATO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO GATOS ADULTO SALMON Y ATUN BULTO 8 KG," $107,888.00 "," $107,887.50 ",," $ 143,500 ",,8 KG," $107,888.00 ",,62499,https://www.velykapet.com/productos/alimentos/gatos/KONGO_GATOS_ADULTO_SAMON_Y_ATUN.png,CDM,,
314,GATO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO GATOS ADULTO CARNE Y POLLO BOLSA 1 KG," $18,848.00 "," $18,847.52 ",," $ 25,100 ",,1 KG," $18,848.00 ",,62451,https://www.velykapet.com/productos/alimentos/gatos/KONGO_GATOS_ADULTO_CARNE_Y_POLLO.png,CDM,,
315,GATO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO GATOS ADULTO CARNE Y POLLO BULTO 8 KG," $110,250.00 "," $110,250.00 ",," $ 146,600 ",,8 KG," $110,250.00 ",,62468,https://www.velykapet.com/productos/alimentos/gatos/KONGO_GATOS_ADULTO_CARNE_Y_POLLO.png,CDM,,
316,GATO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO GATITOS CARNE Y LECHE BULTO 8 KG," $114,975.00 "," $114,975.00 ",," $ 152,900 ",,8 KG," $114,975.00 ",,62437,https://www.velykapet.com/productos/alimentos/gatos/KONGO_GATITOS_CARNE_Y_LECHE.png,CDM,,
317,GATO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO GATITOS CARNE Y LECHE BOLSA 1 KG," $19,478.00 "," $19,477.52 ",," $ 25,900 ",,1 KG," $19,478.00 ",,62420,https://www.velykapet.com/productos/alimentos/gatos/KONGO_GATITOS_CARNE_Y_LECHE.png,CDM,,
318,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO CACHORROS BOLSA 1.5 KG," $21,578.00 "," $21,577.52 ",," $ 28,700 ",,5 KG," $21,578.00 ",,63397,https://www.velykapet.com/productos/alimentos/perros/KONGO_CACHORROS_TODAS_LAS_RAZAS.jpg,CDM,,
319,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO CACHORROS BULTO 8 KG," $89,723.00 ",," $ 119,300 ",,,8 KG," $89,723.00 ",,62529,https://www.velykapet.com/productos/alimentos/perros/KONGO_CACHORROS_TODAS_LAS_RAZAS.jpg,CDM,,
320,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO CACHORROS BULTO 15 KG," $162,225.00 ",," $ 215,800 ",,,5 KG," $162,225.00 ",,62246,https://www.velykapet.com/productos/alimentos/perros/KONGO_CACHORROS_TODAS_LAS_RAZAS.jpg,CDM,,
321,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO PERROS RAZAS PEQUE AS BOLSA 1.5 KG," $20,003.00 "," $20,002.52 ",," $ 26,600 ",,5 KG," $20,003.00 ",,63410,https://www.velykapet.com/productos/alimentos/perros/KONGO_PERROS_RAZAS_PEQUENAS.jpg,CDM,,
322,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO PERROS RAZAS PEQUE AS BULTO 8 KG," $80,168.00 "," $80,167.52 ",," $ 106,600 ",,8 KG," $80,168.00 ",,62543,https://www.velykapet.com/productos/alimentos/perros/KONGO_PERROS_RAZAS_PEQUENAS.jpg,CDM,,
323,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO PERROS MEDIANOS Y GRANDES BOLSA 1.5 KG," $19,635.00 "," $19,635.00 ",," $ 26,100 ",,5 KG," $19,635.00 ",,63403,https://www.velykapet.com/productos/alimentos/perros/KONGO_PERROS_MEDIANOS_Y_GRANDES.jpg,CDM,,
324,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO PERROS MEDIANOS Y GRANDES BULTO 8 KG," $78,278.00 "," $78,277.50 ",," $ 104,100 ",,8 KG," $78,278.00 ",,62291,https://www.velykapet.com/productos/alimentos/perros/KONGO_PERROS_MEDIANOS_Y_GRANDES.jpg,CDM,,
325,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO PERROS MEDIANOS Y GRANDES BULTO 15 KG," $139,650.00 "," $139,650.02 ",," $ 185,700 ",,5 KG," $139,650.00 ",,62307,https://www.velykapet.com/productos/alimentos/perros/KONGO_PERROS_MEDIANOS_Y_GRANDES.jpg,CDM,,
326,PERRO,ALIMENTO SECO,ALIMENTO SECO,BOLSA,KONGO,KONGO PERROS MEDIANOS Y GRANDES BULTO 21 KG," $185,661.00 "," $185,661.00 ",," $ 246,900 ",, 3KG," $185,661.00 ",,63519,https://www.velykapet.com/productos/alimentos/perros/KONGO_PERROS_MEDIANOS_Y_GRANDES.jpg,CDM,,
327,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA GATO MINI ME N4 CODORNIZ 85 GR," $5,250.00 "," $5,250.00 ",," $ 7,000 ",,85 GR," $5,250.00 ",,MIME004,https://www.velykapet.com/productos/alimentos/gatos/LATA_DISUGUAL_GATO_MINI_ME4_CODORNIZ_85_GR.png,CDM,,
328,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA GATO MINI ME N5 CONEJO 85 GR," $5,250.00 "," $5,250.00 ",," $ 7,000 ",,85 GR," $5,250.00 ",,MIME005,https://www.velykapet.com/productos/alimentos/gatos/LATA_DISUGUAL_GATO_MINI_ME5_CONEJO_85_GR.png,CDM,,
329,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA GATO MINI ME N6 CARNE 85 GR," $5,250.00 "," $5,250.00 ",," $ 7,000 ",,85 GR," $5,250.00 ",,MIME006,https://www.velykapet.com/productos/alimentos/gatos/LATA_DISUGUAL_GATO_MINI_ME6_CARNES_85_GR.png,CDM,,
330,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA GATO MINI ME N8 SALMON 85 GR," $5,250.00 "," $5,250.00 ",," $ 7,000 ",,85 GR," $5,250.00 ",,MIME008,https://www.velykapet.com/productos/alimentos/gatos/LATA_DISUGUAL_GATO_MINI_ME8_SALMON_85_GR.png,CDM,,
331,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA GATO MINI ME NI POLLO 85 GR," $5,250.00 "," $5,250.00 ",," $ 7,000 ",,85 GR," $5,250.00 ",,MIME001,https://www.velykapet.com/productos/alimentos/gatos/LATA_DISUGUAL_GATO_MINI_ME1_POLLO_85_GR.png,CDM,,
332,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA HEPATICO PATO 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,957947,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_HEPATICO_PATO_400_GR.png,CDM,,
333,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA HYPOALLERGENIC CONEJO 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956568,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_HYPOALLERGENIC_CONEJO_400_GR.png,CDM,,
334,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA INTESTINAL CARNE 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956582,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_INTESTINAL_CARNE_400_GR.png,CDM,,
335,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA INTESTINAL POLLO 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956599,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_INTESTINAL_POLLO_400_GR.png,CDM,,
336,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA INTESTINAL TRUCHA 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956605,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_INTESTINAL_TRUCHA_400_GR.png,CDM,,
337,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA OBESIDAD PAVO 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956728,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_OBESIDAD_PAVO_400_GR.png,CDM,,
338,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA RECUPERACION SALMON 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956667,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_RECUPERACION_SALMON_400_GR.png,CDM,,
339,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA RENAL CARNE 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956681,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_RENAL_CARNE_400_GR.png,CDM,,
340,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DISUGUAL,DISUGUAL LATA PERRO DIETA STRUVITE PAVO 400 GR," $15,750.00 "," $15,750.00 ",," $ 20,900 ",,400 GR," $15,750.00 ",,956704,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_DIETA_STRUVITE_PAVO_400_GR.png,CDM,,
341,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT CORDERO Y PERA 150 GR," $6,825.00 "," $6,825.00 ",," $ 9,100 ",,150 GR," $6,825.00 ",,FRUT101,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_CORDERO_Y_PERA_150_GR.png,CDM,,
342,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT CORDERO Y PERA 400 GR," $13,545.00 "," $13,545.00 ",," $ 18,000 ",,400 GR," $13,545.00 ",,FRUT401,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_CORDERO_Y_PERA_400_GR.png,CDM,,
343,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT PATO Y KIWI 150 GR," $6,825.00 "," $6,825.00 ",," $ 9,100 ",,150 GR," $6,825.00 ",,FRUT102,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_PATO_Y_KIWI_150_GR.png,CDM,,
344,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT PATO Y KIWI 400 GR," $13,545.00 "," $13,545.00 ",," $ 18,000 ",,400 GR," $13,545.00 ",,FRUT402,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_PATO_Y_KIWI_400_GR.png,CDM,,
345,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT POLLO Y PINA 150 GR," $6,825.00 "," $6,825.00 ",," $ 9,100 ",,150 GR," $6,825.00 ",,FRUT105,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_POLLO_Y_PINA_150_GR.png,CDM,,
346,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT POLLO Y PINA 400 GR," $13,545.00 "," $13,545.00 ",," $ 18,000 ",,400 GR," $13,545.00 ",,FRUT405,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_POLLO_Y_PINA_400_GR.png,CDM,,
347,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT SALMON Y ARANDANOS 150 GR," $6,825.00 "," $6,825.00 ",," $ 9,100 ",,150 GR," $6,825.00 ",,FRUTI06,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_SALMON_Y_ARANDANOS_150_GR.png,CDM,,
348,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DISUGUAL,DISUGUAL LATA PERRO FRUIT SALMON Y ARANDANOS 400 GR," $13,545.00 "," $13,545.00 ",," $ 18,000 ",,400 GR," $13,545.00 ",,FRUT406,https://www.velykapet.com/productos/alimentos/perros/DISUGUAL_LATA_PERRO_FRUIT_SALMON_Y_ARANDANOS_400_GR.png,CDM,,
349,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C GATO LATA ANTI-STRUVITA 200 GR," $14,800.00 ",,,,,200 GR," $14,800.00 ",,718,https://www.velykapet.com/productos/alimentos/gatos/DR.C_GATO_LATA_ANTI-STRUVIT_200_GR.webp,CDM,,
350,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C GATO LATA CARNE DE RES Y PATO CON PATATAS 200 GR," $15,000.00 ",,,,,200 GR," $15,000.00 ",,824,https://www.velykapet.com/productos/alimentos/gatos/DR.C_GATO_LATA_CARNE_DE_RES_Y_PATO_CON_PATATAS_200_GR.webp,CDM,,
351,GATO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DR.CLAUDER'S,DR.C GATO LATA DIETA RENAL 200 GR," $14,800.00 ",,,,,200 GR," $14,800.00 ",,732,https://www.velykapet.com/productos/alimentos/gatos/DR.C_GATO_LATA_DIETA_RENAL_200_GR.webp,CDM,,
352,GATO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DR.CLAUDER'S,DR.C GATO LATA INTESTINAL 200 GR," $14,800.00 ",,,,,200 GR," $14,800.00 ",,725,https://www.velykapet.com/productos/alimentos/gatos/DR.C_GATO_LATA_INTESTINAL_200_GR.webp,CDM,,
353,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C GATO LATA PAVO GANSO Y ALOE VERA 200 GR," $15,000.00 ",,,,,200 GR," $15,000.00 ",,923,https://www.velykapet.com/productos/alimentos/gatos/DR.C_GATO_LATA_PAVO_GANSO_Y_ALOE_DE_VERA_200_GR.webp,CDM,,
354,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C GATO LATA SALMON Y POLLON CON QUINOA 200 GR," $15,000.00 ",,,,,200 GR," $15,000.00 ",,428,https://www.velykapet.com/productos/alimentos/gatos/DR.C_GATO_LATA_SALMON_Y_POLLO_CON_QUINOA_200_GR.webp,CDM,,
355,PERRO,ALIMENTO HUMEDO,DIETA HUMEDA PRESCRITA,LATA,DR.CLAUDER'S,DR.C PERRO LATA BAJA EN CALORIAS 400 GR," $16,400.00 ",,,,,400 GR," $16,400.00 ",,400,https://www.velykapet.com/productos/alimentos/perros/DR.C_PERRO_LATA_BAJA_EN_CALORIAS_400_GR.webp,CDM,,
356,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C PERRO LATA CACHORROS 400 GR," $15,300.00 ",,,,,400 GR," $15,300.00 ",,519,https://www.velykapet.com/productos/alimentos/perros/DR.C_PERRO_LATA_CACHORROS.webp,CDM,,
357,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C PERRO LATA CACHORROS 800 GR," $24,600.00 ",,,,,800 GR," $24,600.00 ",,556,https://www.velykapet.com/productos/alimentos/perros/DR.C_PERRO_LATA_CACHORROS.webp,CDM,,
358,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C PERRO LATA CORDERO Y ARROZ 400 GR," $15,300.00 ",,,,,400 GR," $15,300.00 ",,451,https://www.velykapet.com/productos/alimentos/perros/DR.C_PERRO_LATA_CORDERO_Y_ARROZ.webp,CDM,,
359,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,LATA,DR.CLAUDER'S,DR.C PERRO LATA CORDERO Y ARROZ 800 GR," $24,600.00 ",,,,,800 GR," $24,600.00 ",,457,https://www.velykapet.com/productos/alimentos/perros/DR.C_PERRO_LATA_CORDERO_Y_ARROZ.webp,CDM,,
360,GATO,ALIMENTO HUMEDO,GRAIN FREE,SOBRE,EVOLVE,EVOLVE GATO GRAIN FREE SOBRE PAVO Y VEGETALES 85 GR," $5,752.00 "," $5,752.04 ",," $ 7,700 ",,85 GR," $5,752.00 ",,739066,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_GRAIN_FREE_SOBRE_PAVO_Y_VEGETALES_85_GR.png,CDM,,
361,GATO,ALIMENTO HUMEDO,GRAIN FREE,SOBRE,EVOLVE,EVOLVE GATO GRAIN FREE SOBRE POLLO Y RES 85 GR," $5,752.00 "," $5,752.04 ",," $ 7,700 ",,85 GR," $5,752.00 ",,739064,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_GRAIN_FREE_SOBRE_POLLO_Y_RES_85_GR.png,CDM,,
362,GATO,ALIMENTO HUMEDO,GRAIN FREE,SOBRE,EVOLVE,EVOLVE GATO GRAIN FREE SOBRE SALMON Y PATATAS DULCES 85 GR," $5,752.00 "," $5,752.04 ",," $ 7,700 ",,85 GR," $5,752.00 ",,739065,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_GRAIN_FREE_SOBRE_SALMON_Y_PATATAS_DULCES_85_GR.png,CDM,,
363,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE GATO CLASSIC BANDEJA MEZCLA DE MARISCOS 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700939,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_BANDEJA_MEZCLA_DE_MARISCOS_99_GR.png,CDM,,
364,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE GATO CLASSIC BANDEJA POLLO 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700936,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_BANDEJA_POLLO_99_GR.png,CDM,,
365,GATO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE GATO CLASSIC BANDEJA SALMON 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700938,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_BANDEJA_SALMON_99_GR.png,CDM,,
366,GATO,ALIMENTO SECO,HOLISTICO,BOLSA,EVOLVE,EVOLVE GATO CLASSIC POLLO 1.36 KG," $33,147.00 "," $33,146.75 ",," $ 47,400 ",,1.36 KG," $33,147.00 ",,600252,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_POLLO.png,CDM,,
367,GATO,ALIMENTO SECO,HOLISTICO,BOLSA,EVOLVE,EVOLVE GATO CLASSIC SALMON 1.24 KG," $33,147.00 "," $33,146.75 ",," $ 47,400 ",,1.24 KG," $33,147.00 ",,100901,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_SALMON.png,CDM,,
368,GATO,ALIMENTO SECO,HOLISTICO,BOLSA,EVOLVE,EVOLVE GATO CLASSIC SALMON 6.35 KG," $157,681.00 "," $157,680.56 ",," $ 225,500 ",,6.35 KG," $157,681.00 ",,600865,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_SALMON.png,CDM,,
369,GATO,ALIMENTO SECO,GRAIN FREE,BOLSA,EVOLVE,EVOLVE GATO GRAIN FREE KITTEN POLLO 1.24 KG," $33,147.00 "," $33,146.75 ",," $ 47,400 ",,1.24 KG," $33,147.00 ",,600589,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_GRAIN_FREE_KITTEN_POLLO.png,CDM,,
370,GATO,ALIMENTO SECO,GRAIN FREE,BOLSA,EVOLVE,EVOLVE GATO GRAIN FREE PECES DEL OCEANO 1.24 KG," $44,949.00 "," $44,948.81 ",," $ 64,300 ",,1.24 KG," $44,949.00 ",,700891,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_GRAIN_FREE_PECES_DEL_OCEANO.png,CDM,,
371,GATO,ALIMENTO SECO,GRAIN FREE,BOLSA,EVOLVE,EVOLVE GATO GRAIN FREE POLLO 1.36 KG," $44,949.00 "," $44,948.81 ",," $ 64,300 ",,1.36 KG," $44,949.00 ",,639052,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_GRAIN_FREE_POLLO.png,CDM,,
372,GATO,ALIMENTO SECO,HOLISTICO,BOLSA,EVOLVE,EVOLVE GATO CLASSIC POLLO 6.8 KG," $157,681.00 "," $157,680.56 ",," $ 225,500 ",, 6.8 KG," $157,681.00 ",,600254,https://www.velykapet.com/productos/alimentos/gatos/EVOLVE_GATO_CLASSIC_POLLO.png,CDM,,
373,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE PERRO CLASSIC BANDEJA PAVO 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700929,https://www.velykapet.com/productos/alimentos/perros/EVOLVE_PERRO_CLASSIC_BANDEJA_PAVO_99_GR.png,CDM,,
374,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE PERRO CLASSIC BANDEJA POLLO 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700928,https://www.velykapet.com/productos/alimentos/perros/EVOLVE_PERRO_CLASSIC_BANDEJA_POLLO_99_GR.png,CDM,,
375,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE PERRO CLASSIC BANDEJA SALMON 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700930,https://www.velykapet.com/productos/alimentos/perros/EVOLVE_PERRO_CLASSIC_BANDEJA_SALMON_99_GR.png,CDM,,
376,PERRO,ALIMENTO HUMEDO,ALIMENTO HUMEDO,BANDEJA,EVOLVE,EVOLVE PERRO CLASSIC BANDEJA VENADO 99 GR," $6,264.00 "," $6,263.92 ",," $ 8,300 ",,99 GR," $6,264.00 ",,700931,https://www.velykapet.com/productos/alimentos/perros/EVOLVE_PERRO_CLASSIC_BANDEJA_VENADO_99_GR.png,CDM,,
